entry_id,tool,category,entry_risk,artifact_class,artifact,os,forensic_value,evidence_type,description,confidence
AIRT-0043,OpenHands,agent-framework,critical,credential,~/.openhands/agent_settings.json,linux|windows|docker,high,credential-access,"plaintext: Plaintext LLM provider api_key. Vendor CLI docs list this file as holding 'LLM configuration and agent settings' (model, API credentials, base URL). The CLI agent store serialises the agent spec with model_dump_json(context={'expose_secrets': True}) before writing, so the key is written unredacted. No OS keyring is involved.",high
AIRT-0043,OpenHands,agent-framework,critical,credential,~/.openhands/settings.json  (mounted to /.openhands/settings.json),linux|windows|docker,high,credential-access,"plaintext: Plaintext LLM api_key for the server / Docker deployment. Vendor Docker install docs instruct 'Set up ~/.openhands/settings.json with your LLM configuration'. The app server's FileSettingsStore defaults to path 'settings.json' and stores with model_dump_json(context={'expose_secrets': True, 'persist_settings': True}); the app image sets FILE_STORE=local and FILE_STORE_PATH=/.openhands, and the documented run command mounts -v ~/.openhands:/.openhands.",high
AIRT-0043,OpenHands,agent-framework,critical,credential,~/.openhands/secrets.json  (mounted to /.openhands/secrets.json),linux|windows|docker,high,credential-access,plaintext: Plaintext git provider tokens (GitHub / GitLab) plus any user-defined custom secrets the operator added for the agent. The app server's FileSecretsStore defaults to filename 'secrets.json' and writes model_dump_json(context={'expose_secrets': True}) with no encryption layer. Same file-store root as settings.json (FILE_STORE_PATH=/.openhands).,high
AIRT-0043,OpenHands,agent-framework,critical,credential,<project>/config.toml  ([llm] api_key),linux|windows|docker,high,credential-access,"plaintext: Plaintext api_key under the [llm] section of config.toml (legacy V0 / CLI / headless / development mode). Vendor docs place this file 'in the same directory from which the command is run', or at a path given with --config-file - not necessarily at the ~/.openhands/config.toml the catalog disk row lists. Current vendor docs show ~/.openhands/config.toml only for the [plugins] section, so collect both locations and treat the working-directory copy as the likely one.",high
AIRT-0043,OpenHands,agent-framework,critical,credential,LLM_API_KEY,linux|windows|docker,high,credential-access,"plaintext: Plaintext provider key in the process environment; vendor environment-variable reference documents it as 'API key for your LLM provider'. Usually supplied on the documented docker run line, so it also survives in the container config (docker inspect), any compose file, and shell history. Related documented credential vars in the same table: LLM_AWS_ACCESS_KEY_ID, LLM_AWS_SECRET_ACCESS_KEY, SANDBOX_API_KEY, GITHUB_TOKEN, TAVILY_API_KEY.",high
AIRT-0043,OpenHands,agent-framework,critical,credential,SANDBOX_ENV_*  (e.g. SANDBOX_ENV_OPENAI_API_KEY),linux|windows|docker,high,credential-access,plaintext: Plaintext pass-through variables. Vendor docs: 'Variables prefixed with SANDBOX_ENV_ are passed through to the sandbox environment' - so any secret named this way on the host is injected into the agent's sandbox container and is readable by anything the agent runs there. Enumerate them from the container environment during triage.,high
AIRT-0043,OpenHands,agent-framework,critical,credential,JWT_SECRET,linux|windows|docker,high,credential-access,"plaintext: Plaintext session-token signing secret, documented as 'JWT secret for authentication', default auto-generated. The V0 config equivalent is jwt_secret in config.toml, which the vendor docs tell operators to set to their own value. Theft permits forging a session against the port 3000 UI/API; rotation invalidates existing sessions.",high
AIRT-0043,OpenHands,agent-framework,critical,mcp-config,~/.openhands/config.toml,,high,execution|persistence,TOML not JSON,high
AIRT-0031,Playwright MCP,browser-agent,critical,disk,npx @playwright/mcp@latest,windows|macos|linux,low,program-presence,Runs without install - npx cache only,high
AIRT-0031,Playwright MCP,browser-agent,critical,disk,%USERPROFILE%\AppData\Local\ms-playwright\,windows,low,program-presence,Downloaded Chromium/Firefox/WebKit binaries,high
AIRT-0031,Playwright MCP,browser-agent,critical,disk,~/Library/Caches/ms-playwright/,macos,low,program-presence,Browser Cache for Playwright MCP,high
AIRT-0031,Playwright MCP,browser-agent,critical,disk,~/.cache/ms-playwright/,linux,low,program-presence,Browser Cache for Playwright MCP,high
AIRT-0031,Playwright MCP,browser-agent,critical,disk,"outputDir (config) - screenshots, traces, PDFs",windows|macos|linux,low,program-presence,May contain captured sensitive screens,medium
AIRT-0031,Playwright MCP,browser-agent,critical,network,SSE/HTTP transport mode,,,,0.0.0.0 bind = remote browser control of the host,high
AIRT-0031,Playwright MCP,browser-agent,critical,network,playwright.azureedge.net / cdn.playwright.dev (browser binary download),,,,First-run downloads full browser binaries,high
AIRT-0031,Playwright MCP,browser-agent,critical,process,npx -> node (@playwright/mcp),windows|macos|linux,,,,high
AIRT-0031,Playwright MCP,browser-agent,critical,credential,--storage-state <file.json>,windows|macos|linux,high,credential-access,plaintext: Serialized cookies + localStorage = session hijack artifact,high
AIRT-0040,Roo Code,coding-agent-ide,high,disk,%APPDATA%\Code\User\globalStorage\rooveterinaryinc.roo-cline\settings\mcp_settings.json,windows,high,execution|persistence|configuration,Execution primitive,high
AIRT-0040,Roo Code,coding-agent-ide,high,disk,~/Library/Application Support/Code/User/globalStorage/rooveterinaryinc.roo-cline/settings/mcp_settings.json,macos,high,execution|persistence|configuration,MCP Config for Roo Code,high
AIRT-0040,Roo Code,coding-agent-ide,high,disk,<repo>/.roo/mcp.json,windows|macos|linux,high,execution|persistence|configuration,Travels with the repo - review on clone/PR,high
AIRT-0040,Roo Code,coding-agent-ide,high,network,Configured provider (arbitrary),,,,,high
AIRT-0040,Roo Code,coding-agent-ide,high,process,node (extension host),windows|macos|linux,,,,high
AIRT-0040,Roo Code,coding-agent-ide,high,credential,VS Code SecretStorage -> OS keychain (state.vscdb),windows|macos|linux,high,credential-access,plaintext: ,high
AIRT-0040,Roo Code,coding-agent-ide,high,mcp-config,…/globalStorage/rooveterinaryinc.roo-cline/settings/mcp_settings.json,,high,execution|persistence,,high
AIRT-0040,Roo Code,coding-agent-ide,high,mcp-config,<repo>/.roo/mcp.json,,high,execution|persistence,Travels with the repo,high
AIRT-0035,Skyvern,browser-agent,high,disk,Docker compose stack + .env,windows|macos|linux,low,program-presence,Handles credentialed logins by design,medium
AIRT-0035,Skyvern,browser-agent,high,network,Skyvern API + UI,,,,,medium
AIRT-0035,Skyvern,browser-agent,high,process,python (uvicorn),linux|docker,,,,medium
AIRT-0035,Skyvern,browser-agent,high,credential,~/.skyvern/credential_vault/.fernet_key,windows|macos|linux,high,credential-access,"plaintext: Plaintext Fernet key, written mode 0600, auto-generated on first vault use when LOCAL_CREDENTIAL_VAULT_KEY is unset. Decrypts every item in the local credential vault. It is generated into the same directory as the encrypted credential files it protects, so anyone who can read the vault directory has both halves. Container path /data/credential_vault/.fernet_key.",high
AIRT-0035,Skyvern,browser-agent,high,credential,~/.skyvern/credential_vault/creditem_*.bin,windows|macos|linux,high,credential-access,"encrypted: Fernet-encrypted credential items, one file per credential, mode 0600. These are the third-party website logins (usernames/passwords) and credit-card records that Skyvern replays into target sites during automated logins - i.e. The victim-relevant secrets, not Skyvern's own auth. This is the built-in vault used by default in the OSS docker-compose setup (CREDENTIAL_VAULT_TYPE=skyvern, ENABLE_LOCAL_CREDENTIAL_VAULT=true).",high
AIRT-0035,Skyvern,browser-agent,high,credential,/data/credential_vault,docker,high,credential-access,"encrypted: Container path of the local credential vault, set in the image and persisted by the compose file as host bind mount ./credential_vault. Contains both the encrypted creditem_*.bin files and the .fernet_key that decrypts them.",high
AIRT-0035,Skyvern,browser-agent,high,credential,LOCAL_CREDENTIAL_VAULT_KEY,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext env var supplying the vault Fernet key directly. When set, no .fernet_key file is generated - the key exists only in the process environment and in whatever .env or compose file provided it. Absence of .fernet_key alongside a populated vault means look here.",high
AIRT-0035,Skyvern,browser-agent,high,credential,<install>/.env,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext backend env file at the repo/working root, created by `skyvern init` / `skyvern quickstart`. The CLI writes the generated SKYVERN_API_KEY into it directly, and it also carries the configured LLM provider keys (OPENAI_API_KEY, ANTHROPIC_API_KEY, GEMINI_API_KEY, AZURE_API_KEY, OPENROUTER_API_KEY, GROQ_API_KEY, AWS_ACCESS_KEY_ID / AWS_SECRET_ACCESS_KEY) and POSTGRES_PASSWORD. Loaded by the compose stack via env_file.",high
AIRT-0035,Skyvern,browser-agent,high,credential,~/.skyvern/.env,windows|macos|linux,high,credential-access,"plaintext: Plaintext user-level backend env file (global scope). Skyvern layers a global ~/.skyvern env under the project-scope and repo-root .env files; which of them is consulted depends on the resolution intent, so this one is not always present or authoritative. Worth collecting when the repo-root .env does not explain the running configuration.",medium
AIRT-0035,Skyvern,browser-agent,high,credential,<install>/skyvern-frontend/.env,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext frontend env file holding VITE_SKYVERN_API_KEY - the organization API key used by the UI. Vite bakes VITE_* values into the built bundle, so the key can also survive in the served JavaScript assets, not just this file.",high
AIRT-0035,Skyvern,browser-agent,high,credential,SKYVERN_AUTH_BITWARDEN_MASTER_PASSWORD,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext Bitwarden vault master password in an env var, used when CREDENTIAL_VAULT_TYPE=bitwarden. SKYVERN_AUTH_BITWARDEN_CLIENT_ID, SKYVERN_AUTH_BITWARDEN_CLIENT_SECRET and SKYVERN_AUTH_BITWARDEN_ORGANIZATION_ID sit beside it. Compromise reaches the entire linked Bitwarden collection, well beyond Skyvern itself - escalate scope accordingly.",high
AIRT-0035,Skyvern,browser-agent,high,credential,OP_SERVICE_ACCOUNT_TOKEN,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext 1Password service-account token in an env var, used when Skyvern is configured against a 1Password vault. Same escalation consideration as the Bitwarden variables - it reaches an external vault.",high
AIRT-0035,Skyvern,browser-agent,high,credential,~/.skyvern/data.db,windows|macos|linux,high,credential-access,"sqlite: Default SQLite database (DATABASE_STRING defaults to sqlite+aiosqlite:///~/.skyvern/data.db). The organization_auth_tokens table holds the Skyvern API token; the original schema stored it in a plaintext indexed `token` column, with nullable `encrypted_token`/`encrypted_method` columns added later - so on older or unmigrated instances the token is readable directly. Compose deployments use Postgres instead (./postgres-data bind mount).",high
AIRT-0035,Skyvern,browser-agent,high,credential,<install>/browser_sessions/,windows|macos|linux|docker,high,credential-access,"plaintext: Persistent browser profile directories (BROWSER_SESSION_BASE_PATH). Hold cookies and authenticated session state for every site the agent logged into, which for a browser agent is often more immediately usable than the credential vault. Container path /data/browser_sessions, host bind ./browser_sessions.",high
AIRT-0010,Supermaven,code-completion,medium,disk,Downloaded Supermaven agent binary (editor-managed),windows|macos|linux,medium,execution|program-presence,Thin sourcing - validate locally,low
AIRT-0010,Supermaven,code-completion,medium,disk,~/.config/zed/settings.json  ->  inline_completion_provider: supermaven,windows|macos|linux,low,program-presence,Zed Config for Supermaven,medium
AIRT-0010,Supermaven,code-completion,medium,network,*.supermaven.com,,,,,low
AIRT-0010,Supermaven,code-completion,medium,credential,~/.supermaven/config.json,windows|macos|linux,high,credential-access,"plaintext: Plaintext account key written by the sm-agent binary. Field names observed in a real-world instance: api_key, api_key_obtained_at, link_id. ~/.supermaven is confirmed as Supermaven's data root by the vendor's own Neovim plugin (falls back to $XDG_DATA_HOME/supermaven when that variable is set, so check there too). Single-quality-source on the credential file itself - verify before relying on it.",low
AIRT-0010,Supermaven,code-completion,medium,credential,<project>/.supermaven/config.json,windows|macos|linux,high,credential-access,"plaintext: plaintext. Same config file, created relative to the working directory rather than under $HOME - reported on the vendor's own repo as sm-agent creating .supermaven/config.json in the project dir on startup. Forensically material because an account key can land inside a repo working tree and be committed. Worth a repo-wide sweep when Supermaven is in scope.",low
AIRT-0009,Tabnine,code-completion,medium,disk,~/.tabnine/agent/settings.json,windows|macos|linux,low,program-presence,User scope,high
AIRT-0009,Tabnine,code-completion,medium,disk,<repo>/.tabnine/agent/settings.json,windows|macos|linux,low,program-presence,Project scope - overrides user,high
AIRT-0009,Tabnine,code-completion,medium,disk,Downloaded per-platform Tabnine binary (binary_path configurable),windows|macos|linux,medium,execution|program-presence,Binary substitution risk,high
AIRT-0009,Tabnine,code-completion,medium,disk,TABNINE_CLI_SYSTEM_SETTINGS_PATH / TABNINE_CLI_SYSTEM_DEFAULTS_PATH,windows|macos|linux,medium,configuration,Env var config hijack vector,high
AIRT-0009,Tabnine,code-completion,medium,network,"api.tabnine.com, update.tabnine.com",,,,Optional OTLP telemetry endpoint is configurable,medium
AIRT-0009,Tabnine,code-completion,medium,process,TabNine.exe / TabNine-deep-local.exe,windows,,,,medium
AIRT-0009,Tabnine,code-completion,medium,credential,~/.config/TabNine/.refresh_token_v2,linux|container,high,credential-access,"plaintext: Plaintext refresh token. Written and read by Tabnine's own VS Code extension (TABNINE_TOKEN_FILE_PATH = TABNINE_CONFIG_DIR + '.refresh_token_v2', where TABNINE_CONFIG_DIR = homedir/.config/TabNine). The cloud-environment code path also syncs this token into VS Code globalState under key TABNINE_TOKEN_V2, so a Codespaces/Gitpod host has it in two places.",high
AIRT-0022,text-generation-webui (oobabooga),llm-runtime,high,disk,text-generation-webui.exe  |  python server.py,windows|macos|linux,medium,execution|program-presence,Binary for text-generation-webui (oobabooga),medium
AIRT-0022,text-generation-webui (oobabooga),llm-runtime,high,disk,<install>/models/,windows|macos|linux,medium,program-presence|data-access,Models Dir for text-generation-webui (oobabooga),medium
AIRT-0022,text-generation-webui (oobabooga),llm-runtime,high,disk,<install>/extensions/,windows|macos|linux,low,program-presence,Arbitrary Python execution,medium
AIRT-0022,text-generation-webui (oobabooga),llm-runtime,high,network,Gradio UI / OpenAI-compatible API,,,,--share creates a public gradio.live tunnel - covert ingress,medium
AIRT-0022,text-generation-webui (oobabooga),llm-runtime,high,process,"python (server.py), text-generation-webui.exe",windows|macos|linux,,,,medium
AIRT-0045,vLLM,llm-runtime,high,disk,~/.cache/vllm,linux,medium,program-presence|timeline,"VLLM_CACHE_ROOT default. Compiled kernels and the torch.compile cache. Its mtime dates the first successful model load, which is often the only timestamp placing the server on the host.",high
AIRT-0045,vLLM,llm-runtime,high,disk,~/.config/vllm,linux,medium,configuration|program-presence,"VLLM_CONFIG_ROOT default. Holds usage_stats.json and, when telemetry was declined, a do_not_track marker file.",high
AIRT-0045,vLLM,llm-runtime,high,disk,~/.config/vllm/usage_stats.json,linux,high,timeline|program-presence,"Usage telemetry staged for POST to stats.vllm.ai. Useful in reverse - it records what was served and when, so it dates activity even where no server log survives.",high
AIRT-0045,vLLM,llm-runtime,high,disk,~/.cache/huggingface/hub,linux,medium,program-presence|timeline,"Model weights vLLM pulls at startup. Shared with every other Hugging Face consumer on the host, so attribute by mtime rather than by presence alone.",high
AIRT-0045,vLLM,llm-runtime,high,network,vLLM OpenAI-compatible API,,,,"Default serving port for `vllm serve`; endpoints under /v1/ mirror the OpenAI API. Auth exists only if --api-key or VLLM_API_KEY is set and both default to unset, and the server binds all interfaces unless --host is given - so the out-of-the-box posture on a routable host is an open inference endpoint.",high
AIRT-0045,vLLM,llm-runtime,high,network,stats.vllm.ai,,,,"Usage telemetry destination (VLLM_USAGE_STATS_SERVER), enabled unless a do_not_track marker exists. Ordinary traffic, but it confirms a vLLM instance ran on the host and roughly when.",high
AIRT-0045,vLLM,llm-runtime,high,process,vllm  |  python -m vllm.entrypoints.openai.api_server,linux,,,,high
AIRT-0045,vLLM,llm-runtime,high,credential,VLLM_API_KEY,linux|docker,high,credential-access,"plaintext: plaintext. The API key the server requires from clients, read from the process environment. Unset by default, which means no authentication at all. The --api-key CLI flag takes precedence over it, so check the command line as well as the environment before concluding the server was unauthenticated.",high
AIRT-0045,vLLM,llm-runtime,high,credential,HF_TOKEN,linux|docker,high,credential-access,"plaintext: Plaintext Hugging Face token used to pull gated model weights, read from the environment. Grants access to whatever private repositories the account can reach.",high
